months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,customer_lifetime_value,income,monthly_premium_auto,total_claim_amount
9,18,0,1,4330.38602,60475,107.0,513.6
17,25,0,7,5708.024308,70279,71.0,331.231484
4,63,0,1,3500.855508,0,93.0,446.4
0,40,0,1,3919.366722,66676,97.0,558.099357
6,46,0,1,2910.317298,12048,77.0,369.6
29,91,0,6,4827.77681,0,68.0,326.4
34,37,0,6,4811.740943,0,68.0,619.07199
28,50,1,5,7834.151482,36094,99.0,456.50357
0,31,0,2,14666.23121,0,61.0,439.2
19,19,0,9,7199.645715,63328,89.0,427.2
6,0,0,1,3914.719645,0,112.0,587.861936
7,91,0,4,9470.273932,36121,118.0,390.03496301912224
31,30,1,3,5479.555081,56005,68.0,326.4
12,63,5,1,2488.241391,48597,71.0,305.697525
21,37,0,4,5886.615741,0,81.0,583.2
15,52,0,2,8406.385414,42540,70.0,43.548973
28,92,1,3,8685.91529,87544,109.0,523.2
1,81,2,2,6279.177891973308,26292,80.0,384.0
17,50,0,9,6279.177891973308,42696,87.59156709558825,390.03496301912224
29,21,0,1,2798.679988,88009,71.0,266.52482
27,17,0,1,3288.6575,0,97.0,390.03496301912224
16,35,4,1,2004.350666,0,66.0,316.8
22,79,0,8,13736.1325,16181,87.59156709558825,390.03496301912224
20,88,0,6,4411.65582,0,62.0,446.4
11,97,0,1,5392.440611,75438,136.0,438.480672
25,5,0,1,2561.576924,0,73.0,842.87608
13,62,0,9,6057.07208,27681,83.0,398.4
7,62,0,2,6279.177891973308,23444,87.59156709558825,940.8
6,87,0,1,2693.530229,63684,68.0,343.889585
21,65,0,1,4296.604128,61737,107.0,495.670802
32,66,0,2,11624.82149,0,113.0,813.6
2,37,0,9,8749.496793,52373,111.0,186.160527
22,50,0,1,3155.911309,58213,79.0,39.714767
24,60,0,1,3317.904817,74142,83.0,398.4
31,74,0,3,7821.188278,0,109.0,784.8
4,85,3,1,4240.925575,49746,111.0,589.298521
13,4,0,7,8992.779137,0,129.0,390.03496301912224
35,79,0,3,7304.15545,0,104.0,499.2
6,4,0,7,5217.513287,39854,66.0,261.930545
2,70,1,1,2725.356404,36650,69.0,56.60333
18,67,0,2,6279.177891973308,32756,93.0,381.118731
2,22,1,2,9985.366015,36268,86.0,531.164627
4,47,0,2,8257.666512,23815,73.0,424.330166
3,65,0,3,8002.308333,0,107.0,513.6
9,2,0,3,5897.745369,39188,74.0,355.2
31,83,0,1,4686.469674,58089,118.0,566.4
5,39,0,8,5943.07303,62120,74.0,28.31732
15,4,0,1,2648.471057,26540,69.0,378.432035
15,26,0,3,4650.063763,28215,65.0,468.0
35,54,0,2,6279.177891973308,61675,123.0,482.550044
16,36,0,2,6279.177891973308,0,100.0,480.0
35,28,0,1,2951.294057,69600,74.0,341.396161
6,88,0,1,2464.510412,40982,62.0,106.665934
12,61,0,6,5555.830205,74015,72.0,471.443077
6,61,0,1,3199.703983,0,94.0,390.03496301912224
28,94,0,1,2776.317884,0,79.0,509.028102
4,10,0,2,16355.31386,29439,146.0,700.8
26,94,0,4,7329.889139,0,108.0,518.4
12,61,0,6,5555.830205,74015,72.0,471.443077
6,70,0,4,6383.482152,67881,79.0,391.039166
9,91,0,4,7758.588506,96162,97.0,376.569009
30,34,0,2,14932.09982,39049,63.0,294.75626
18,38,1,3,8047.410936,29808,105.0,52.456587
14,15,0,6,10861.515,65727,134.0,363.995013
30,29,1,1,2195.295372,0,62.0,446.4
16,93,0,1,2397.036098,22283,65.0,572.072106
3,22,0,1,4070.045873,37435,105.0,314.441585
6,52,0,8,5578.522348,27756,71.0,735.733206
9,3,0,2,8139.525579,86876,68.0,118.810361
21,41,0,4,7444.939419,0,114.0,863.861736
23,51,0,3,7295.332712,34062,91.0,603.350571
17,44,0,7,5325.724541,0,73.0,496.474767
7,10,0,1,2442.212317,0,69.0,331.2
6,75,0,3,10307.65258,78358,128.0,614.4
8,70,1,1,2461.797738,12222,67.0,321.6
17,6,0,1,2521.684392,41247,64.0,307.2
1,66,0,2,6279.177891973308,13663,97.0,465.6
27,52,0,1,2822.591481,25531,74.0,355.2
33,58,0,3,5811.996703,58643,74.0,329.46648
6,34,2,2,6279.177891973308,48107,87.59156709558825,912.0
34,41,0,5,9320.240511,18643,119.0,571.2
13,89,0,2,6279.177891973308,0,102.0,401.528957
15,44,0,2,6279.177891973308,58645,110.0,427.723646
11,90,0,1,7218.16275,95058,87.59156709558825,89.712324
16,83,0,8,6117.034997,0,87.0,390.03496301912224
25,11,4,5,4882.289803,19715,66.0,475.2
7,64,0,1,2674.07551,68787,66.0,105.379402
19,2,0,2,7724.678387,29056,66.0,355.531267
23,37,1,1,4708.203284,47829,117.0,561.6
11,21,0,1,4447.423455,13128,118.0,771.878514
5,87,0,1,4823.558028,58946,121.0,486.720776
26,69,0,4,5420.361822,31614,71.0,234.683628
25,53,0,2,7583.141211,44667,65.0,245.661376
33,76,0,1,3852.425156,0,111.0,937.824847
6,86,0,1,7647.451823,91512,87.59156709558825,907.2
13,65,1,5,5229.68034,26540,69.0,331.2
35,76,0,1,3614.078436,0,103.0,741.6
24,48,0,1,2853.512645,38798,72.0,332.945455
0,6,0,4,8543.325539,0,117.0,561.6
21,28,0,3,5150.416511,65629,64.0,89.411365
30,2,1,2,8723.667123,33291,73.0,172.226165
0,30,1,2,6279.177891973308,57264,84.0,129.249842
20,10,0,2,6279.177891973308,60970,110.0,94.496547
23,71,1,1,4244.470352,34220,109.0,523.2
9,71,0,3,5757.442258,88997,72.0,174.041566
10,65,0,4,4826.831451,18779,63.0,215.255721
3,46,0,3,8092.87696,50825,102.0,369.614729
18,41,0,1,3011.270628,0,86.0,569.130423
33,40,0,2,8663.919296,29218,72.0,502.369442
16,55,0,1,2471.528431,95697,61.0,114.273025
2,65,0,3,5627.297887,61486,70.0,334.13351
6,25,0,2,7494.087341,0,68.0,326.4
3,40,0,3,5452.625449,17723,72.0,345.6
8,23,0,1,2592.437797,72421,65.0,312.0
10,36,0,6,6721.893743,36510,84.0,286.781601
32,12,0,3,5500.576161,35396,70.0,336.0
31,13,0,1,2550.659053,69230,63.0,283.241868
1,63,1,1,7771.582097,28054,87.59156709558825,571.663256
20,56,0,1,4236.301454,25866,109.0,523.2
4,31,0,7,9025.067525,23675,117.0,707.925645
22,45,0,1,2615.911934,0,71.0,340.8
6,71,2,1,2396.219292,0,66.0,433.160284
16,81,0,6,4784.416267,0,68.0,326.4
18,50,0,1,3873.647046,28142,105.0,701.708239
1,56,1,2,7806.137458,23706,68.0,326.4
0,80,0,1,4717.625727,0,131.0,628.8
34,31,0,3,5625.908671,0,85.0,872.203927
19,27,1,3,5182.941518,83527,64.0,39.127298
17,72,0,8,6005.214792,26876,76.0,364.8
33,86,0,3,9837.507586,55099,122.0,260.265417
7,92,0,4,5206.028448,71661,65.0,312.0
5,50,0,2,6279.177891973308,18047,87.59156709558825,390.03496301912224
8,82,0,1,2837.109178,90893,70.0,70.712507
28,34,4,2,11785.04181,90016,102.0,20.405935
18,2,2,1,3124.933827,81285,81.0,441.765368
20,74,0,2,13862.10016,96950,115.0,633.132017
31,48,0,2,8200.269735,24814,69.0,331.2
14,16,3,2,8456.268179,0,90.0,648.0
17,14,1,1,2124.173841,0,61.0,60.5975
30,22,0,3,9045.111945,52572,113.0,441.623031
27,29,0,1,3187.351993,0,85.0,595.160486
16,74,0,2,8113.962284,41701,68.0,64.646458
26,66,0,2,6279.177891973308,0,104.0,499.2
7,77,0,2,9087.586819,0,80.0,384.0
15,26,0,2,12519.79639,34179,107.0,770.4
13,62,0,9,6057.07208,27681,83.0,398.4
34,2,0,4,4967.044248,0,73.0,359.35328
19,66,1,2,6933.335325,0,70.0,504.0
21,53,0,2,6279.177891973308,78494,69.0,78.189401
18,95,2,1,2162.417356,0,66.0,316.8
27,32,0,2,6279.177891973308,56044,87.59156709558825,952.849701
11,42,0,5,9095.049868,37937,116.0,556.8
12,76,0,1,4228.248035,77853,106.0,165.237444
26,19,3,8,6521.368813,72608,82.0,393.6
28,34,0,6,10209.02324,36568,128.0,390.03496301912224
17,58,2,3,7600.443798,0,110.0,796.987409
1,50,1,1,3894.623983,59578,98.0,403.67601
18,25,0,3,8510.758196,26032,109.0,638.098653
0,55,0,1,2712.832687,39618,68.0,326.4
8,47,0,1,2258.793954,0,65.0,625.483498
33,55,0,1,4815.851943,59438,124.0,562.667789
12,93,0,3,8007.399376,0,112.0,537.6
2,55,0,1,3008.969524,0,87.0,401.484738
11,2,0,1,2530.705137,89451,63.0,61.769564
26,88,0,2,10787.11572,44695,91.0,147.954285
2,86,0,2,11923.75365,24581,101.0,484.8
27,95,1,6,5186.359717,0,73.0,194.944319
26,66,3,6,10103.64886,72334,129.0,412.829624
8,88,0,7,6438.995346,19831,83.0,398.4
3,98,0,1,3909.636524,40361,98.0,71.169255
0,6,0,2,13211.01092,74656,111.0,504.365927
1,13,0,2,14616.36817,25358,126.0,750.58561
26,57,1,1,3732.345012,35461,95.0,9.214343
2,73,3,2,8750.643581,59047,76.0,364.8
16,50,0,2,10662.63422,62409,89.0,392.686432
3,54,0,1,3861.486269,93272,95.0,281.110788
18,48,0,4,9807.829589,0,135.0,390.03496301912224
19,28,0,1,3252.828464,20166,83.0,398.4
13,68,0,1,2711.899826,0,74.0,355.2
3,92,0,1,2453.570794,29735,69.0,331.2
1,63,0,2,11228.28966,0,64.0,772.83851
20,62,0,2,6279.177891973308,97460,114.0,660.135987
5,48,1,1,2458.447909,57564,63.0,302.4
21,81,0,2,11160.07706,33232,94.0,435.527845
19,64,0,2,13118.74322,11854,113.0,807.721213
1,42,0,5,6120.185345,23843,79.0,344.693511
28,51,0,3,13881.03947,17961,87.59156709558825,476.707749
17,84,0,3,4787.472973,0,64.0,360.110955
6,94,0,5,8177.048957,54695,103.0,494.4
23,4,0,1,3309.248219,85632,82.0,7.2574
5,56,0,2,14635.45158,0,139.0,667.2
11,14,4,3,5120.615661,0,76.0,277.220384
32,45,0,2,6279.177891973308,39895,160.0,765.591167
6,95,0,3,6646.749298,95815,82.0,393.6
8,23,0,2,8742.472473,37224,74.0,355.2
2,73,0,5,8467.369513,0,122.0,390.03496301912224
18,88,0,3,6992.531494,94652,86.0,412.8
27,24,0,2,13037.03339,28582,112.0,537.6
32,70,3,8,10883.78785,91123,138.0,103.462381
16,36,2,5,9114.276632,85942,116.0,79.340118
4,75,0,2,6279.177891973308,64321,87.59156709558825,422.438297
18,44,2,3,5104.354719,77025,64.0,380.917107
35,62,3,1,2174.111987,16997,65.0,468.0
13,12,0,9,9890.210998,52408,125.0,179.125777
7,73,1,7,8719.125849,0,116.0,556.8
3,21,3,3,8516.751366,37573,112.0,537.6
3,75,0,2,11606.84868,45893,97.0,465.6
31,34,0,1,3731.504584,0,96.0,460.8
18,8,2,1,3303.090814,29385,88.0,422.4
24,24,1,2,8888.875454,21509,81.0,413.492922
29,98,4,2,8173.50314,68144,70.0,336.0
3,78,0,3,4923.950434,31093,63.0,302.4
6,89,3,1,2823.501795,24350,73.0,350.4
1,36,0,8,7824.372789,32823,100.0,480.0
14,34,0,3,8311.854644,44843,105.0,391.419263
25,56,0,5,5384.532684,59364,67.0,321.6
34,24,0,1,3978.665051,39101,99.0,167.174678
2,46,1,3,6237.507291,0,90.0,432.0
20,45,1,9,6969.880958,27604,92.0,441.6
18,37,5,8,5024.029643,91603,64.0,307.2
25,49,0,8,8414.080425,59828,104.0,499.2
26,47,0,1,2801.562831,33247,72.0,284.956298
31,12,0,1,5010.917847,45867,126.0,604.8
17,88,0,3,4997.780688,54827,64.0,132.947215
12,56,3,1,2236.085718,0,64.0,307.2
4,57,0,3,10934.73726,47170,139.0,667.2
17,66,0,1,3289.132998,21947,83.0,366.90936
11,94,0,2,14014.10119,39018,117.0,561.6
0,64,0,3,5604.330774,20252,71.0,198.227061
29,81,0,1,2912.235077,0,88.0,633.6
30,46,0,5,5616.845326,48602,70.0,487.884823
32,45,0,2,7504.685954,97849,62.0,183.117146
14,38,1,1,3746.751625,41479,94.0,19.575683
17,91,0,1,2959.819985,69746,74.0,225.032781
13,68,0,9,7725.535708,96748,96.0,460.8
17,8,0,2,13248.63735,25074,112.0,537.6
28,80,0,1,2717.781848,66463,68.0,326.4
15,16,0,1,2734.149158,34865,69.0,255.946801
30,22,0,3,9199.388961,37399,116.0,392.826082
6,47,0,2,6279.177891973308,21070,87.59156709558825,390.03496301912224
9,5,4,7,4956.620638,31562,66.0,316.8
28,49,2,3,5574.959174,54684,71.0,487.070965
30,21,0,5,9192.592887,37388,117.0,561.6
6,96,0,1,3878.770231,84981,96.0,4.719043
27,47,0,1,4419.116971,24046,116.0,556.8
35,90,0,1,4772.943848,20993,133.0,638.4
9,79,0,7,9101.523916,48029,116.0,556.8
17,68,0,1,7609.089616,16233,87.59156709558825,390.03496301912224
26,49,1,1,2668.662697,30718,67.0,321.6
32,19,0,7,5141.976413,60277,65.0,146.390518
6,63,0,8,7451.49202,0,107.0,770.4
13,65,0,1,2620.167098,31911,68.0,245.893663
1,69,0,3,4909.844198,61402,62.0,252.157829
18,55,0,3,8023.075248,34335,101.0,484.8
5,34,0,2,6279.177891973308,71467,86.0,324.879569
25,60,0,9,4966.848441,0,74.0,532.8
16,14,0,1,3549.016697,36168,90.0,432.0
27,76,2,1,5350.367001,58357,137.0,708.220713
3,53,0,2,8065.234637,29692,77.0,449.352139
7,15,0,2,7892.824093,29215,67.0,327.656191
14,4,0,3,4540.9925,0,61.0,486.121464
33,17,1,1,2852.527169,26841,74.0,418.534381
4,2,1,4,10720.41744,34837,139.0,667.2
6,77,1,6,4795.387295,33068,61.0,213.038013
12,62,3,1,5182.393447,44820,133.0,336.13217
22,82,0,2,6279.177891973308,49564,87.59156709558825,286.370988
32,27,0,1,2320.750557,19581,61.0,377.24342
33,24,0,2,7714.650119,0,74.0,532.8
10,74,0,2,7880.337212,23129,70.0,491.65337
23,93,0,3,9029.940704,0,138.0,390.03496301912224
8,73,0,8,6965.423975,25411,86.0,242.807725
4,22,1,2,15114.40241,28513,100.0,480.0
27,42,1,2,6279.177891973308,69346,63.0,246.284609
14,89,0,7,10760.17612,74835,133.0,107.645982
3,3,0,3,5808.932598,43282,72.0,166.799814
22,10,1,2,6279.177891973308,11276,91.0,436.8
11,52,2,1,2220.187426,0,62.0,311.506082
14,29,0,3,4914.035833,10037,71.0,292.181494
1,9,0,1,2395.57,21986,63.0,333.696228
22,17,0,1,5522.524223,85609,136.0,652.8
17,93,0,2,15808.75757,86347,130.0,593.779554
30,36,0,1,2827.328603,20368,72.0,345.6
29,34,0,3,5421.524497,25778,68.0,20.141289
15,58,0,1,2514.59196,43860,65.0,156.124914
11,96,0,5,5157.642282,93303,65.0,40.757983
4,22,0,9,4874.665223,67467,61.0,365.879938
13,21,0,1,4198.02525,30598,106.0,508.8
0,13,0,9,5380.898636,55350,67.0,321.6
11,9,0,2,13466.92071,11432,119.0,571.2
10,19,0,1,2424.424678,27093,61.0,292.8
32,95,0,1,3823.853815,0,108.0,777.6
3,85,0,9,13883.32934,0,87.59156709558825,390.03496301912224
5,19,0,1,2438.533897,38961,62.0,297.6
10,75,0,2,6279.177891973308,51840,94.0,33.747903
1,24,0,1,2840.302575,79181,72.0,241.277426
13,3,0,2,6279.177891973308,14072,71.0,511.2
10,95,0,3,7596.143777,56225,97.0,465.6
31,95,0,6,15096.27023,14909,87.59156709558825,390.03496301912224
17,72,0,8,6005.214792,26876,76.0,364.8
14,14,0,1,3455.23067,68401,88.0,242.254164
1,76,0,3,5728.581037,29730,72.0,463.21435
1,6,0,1,5163.228365,35577,130.0,574.51239
15,49,1,1,2602.650842,41958,66.0,206.818326
4,61,0,2,6279.177891973308,77915,115.0,552.0
20,24,0,1,2789.74739,15514,74.0,355.2
2,70,0,1,11250.09857,29505,87.59156709558825,390.03496301912224
25,13,0,2,6279.177891973308,31356,68.0,326.4
5,61,0,1,7607.983712,31456,87.59156709558825,436.695385
6,35,0,4,5603.73932,95284,69.0,327.647322
7,24,0,9,6674.44805,0,98.0,931.648937
20,14,0,1,4049.415027,62864,104.0,171.213743
20,53,0,9,4958.016206,22842,65.0,468.0
22,20,0,2,7850.128057,67186,66.0,184.936711
14,67,0,3,6382.583452,0,87.0,417.6
15,31,0,8,5737.499595,68946,71.0,309.627788
9,78,2,3,7688.023506,56680,100.0,480.0
4,62,0,1,4873.436612,18866,126.0,604.8
5,20,0,1,2824.681217,82875,70.0,455.337179
25,61,2,1,3722.368016,0,109.0,523.2
28,40,0,1,5535.963648,84863,138.0,691.697458
24,58,0,1,4727.8341,0,127.0,609.6
5,99,0,1,2378.667328,54753,61.0,292.8
23,33,0,4,9337.895228,76381,116.0,556.8
0,62,1,8,6189.994337,59523,78.0,343.789779
1,98,0,6,5638.262608,56017,71.0,51.995897
31,22,3,7,5264.361755,14306,74.0,355.061143
25,5,0,1,4035.68383,21359,101.0,484.8
4,73,0,1,4117.4697,86101,102.0,344.736945
16,38,0,2,8382.478392,25998,71.0,791.878042
4,81,0,1,2435.147986,64341,61.0,79.934072
27,55,0,1,6599.081932,36060,165.0,774.558233
22,38,0,4,5353.932122,61894,67.0,266.996814
18,64,3,2,6747.524275,26721,65.0,312.0
17,9,0,3,7412.135256,59940,94.0,303.098944
15,91,0,1,5512.342258,45971,138.0,139.826393
30,83,0,1,4015.34005,80055,100.0,121.945071
1,6,0,6,7772.473464,58345,98.0,346.971517
33,48,3,7,4638.945365,0,71.0,143.276484
3,5,0,3,10507.50144,76549,132.0,616.349424
25,57,0,2,6279.177891973308,36212,73.0,119.033795
18,41,0,3,9103.700091,0,131.0,628.8
5,8,5,2,13110.54899,73597,114.0,485.183645
13,55,0,4,8006.219948,63762,99.0,108.161276
3,86,0,7,6807.271588,32787,86.0,568.58486
10,48,4,1,2627.610202,94962,67.0,321.6
30,32,0,1,9095.744565,0,87.59156709558825,390.03496301912224
5,57,0,1,5015.643575,73809,125.0,537.315879
28,49,0,1,4726.869327,13037,124.0,839.348464
5,85,0,1,3059.182181,0,88.0,390.03496301912224
22,10,0,1,4122.569957,75272,103.0,71.647924
29,45,0,1,2620.903729,39278,66.0,65.590217
22,37,0,9,4938.893241,36913,62.0,90.569696
19,11,1,3,4691.043597,0,74.0,407.218947
21,35,0,3,6005.847375,13528,86.0,412.8
17,5,0,1,4941.650159,0,137.0,390.03496301912224
3,95,1,1,2254.402024,0,65.0,768.797656
32,14,0,1,2554.032052,0,72.0,405.804184
5,43,0,8,8123.955566,12617,108.0,648.925597
5,56,4,2,6279.177891973308,42754,65.0,279.715067
23,62,0,5,10461.58298,0,155.0,390.03496301912224
15,80,0,1,4669.22664,76157,116.0,556.8
19,29,0,8,4903.810606,0,66.0,469.6093
31,74,0,2,6279.177891973308,58958,87.59156709558825,390.03496301912224
5,8,0,3,8009.028202,0,107.0,740.963933
0,57,0,2,6279.177891973308,0,98.0,705.6
6,15,0,2,7732.385103,34430,65.0,184.958966
27,81,0,7,9416.28441,13411,127.0,609.6
24,87,0,7,5923.518828,73758,74.0,301.562622
34,82,2,1,3833.066768,0,116.0,390.03496301912224
1,58,0,2,6279.177891973308,17130,87.59156709558825,950.4
30,64,3,9,5553.756551,0,92.0,662.4
15,92,1,8,10036.53634,0,134.0,390.03496301912224
14,65,0,3,6575.53817,10517,92.0,441.540848
6,74,0,1,4362.931238,58842,110.0,528.0
27,9,3,2,7873.708219,22355,71.0,340.8
26,40,5,7,13021.0853,0,87.59156709558825,390.03496301912224
29,62,1,6,4492.23348,21137,61.0,292.8
16,65,2,3,6650.456653,0,99.0,712.8
14,88,0,2,11093.71591,78255,95.0,456.0
10,56,1,3,5107.163002,35625,65.0,288.572108
31,63,0,2,7334.328083,87957,61.0,308.321335
13,62,0,7,4996.564694,25915,64.0,317.979988
23,45,0,4,8658.863813,62464,109.0,400.181882
34,61,0,9,9657.579498,0,131.0,628.8
4,78,0,3,6176.700392,49529,78.0,234.723464
19,18,0,1,2867.312197,23376,78.0,374.4
21,78,0,1,2821.448707,0,81.0,583.2
16,0,0,1,2843.557702,67952,71.0,167.405624
13,43,0,2,11790.49617,25251,66.0,316.8
17,94,0,2,7785.666532,20497,65.0,425.358596
5,27,1,2,12315.09489,68420,104.0,499.2
31,93,0,1,4810.97858,24711,122.0,259.998169
35,9,4,2,6279.177891973308,76530,119.0,254.149197
16,69,1,1,3980.421464,98333,99.0,459.048775
5,56,0,2,14635.45158,0,139.0,667.2
25,47,1,1,3761.792015,0,106.0,390.03496301912224
25,5,0,1,5619.689084,0,153.0,390.03496301912224
18,29,0,8,5304.541694,0,74.0,532.8
0,88,0,1,3207.468733,24695,82.0,393.6
6,11,0,8,8697.787865,26287,111.0,279.378884
22,94,3,2,8717.049833,83846,74.0,355.2
14,3,0,2,8029.715047,76081,68.0,384.210821
24,68,0,8,4763.327142,14957,66.0,316.8
18,84,1,2,6279.177891973308,41727,117.0,82.25632
31,30,2,3,5383.670919,89092,68.0,91.8198
22,37,1,2,8409.668976,53986,70.0,127.886591
17,47,0,1,4257.477861,49853,109.0,679.534284
30,44,0,3,14708.99565,36670,87.59156709558825,907.2
9,80,0,1,2593.818427,43626,67.0,321.6
6,18,0,1,2466.581354,0,70.0,504.0
32,89,0,2,7933.820656,76505,65.0,144.051716
34,58,0,2,6279.177891973308,66216,103.0,96.723812
22,46,0,2,7412.029748,52497,63.0,302.4
10,59,0,2,6279.177891973308,20090,109.0,523.2
7,47,2,2,6279.177891973308,0,87.59156709558825,390.03496301912224
15,42,0,3,7249.065093,37751,93.0,56.692777
18,59,3,2,8193.091589,54840,72.0,468.728516
13,83,0,6,8692.282356,31986,111.0,532.8
10,22,0,6,9799.175061,22166,126.0,604.8
22,92,0,3,14084.48944,0,87.59156709558825,390.03496301912224
7,31,0,2,13104.14911,0,130.0,390.03496301912224
1,74,0,1,2628.657528,83838,65.0,281.405931
23,95,0,3,5245.683756,46061,65.0,21.612658
3,46,0,3,8092.87696,50825,102.0,369.614729
11,3,0,1,2719.506996,14030,72.0,345.6
19,8,3,6,5445.373289,20282,79.0,507.549315
6,44,1,1,4514.247473,50146,116.0,759.291202
27,58,0,2,6279.177891973308,0,121.0,580.8
34,61,0,1,5408.892351,20472,139.0,667.2
6,3,0,1,3768.371028,85751,93.0,391.210704
0,55,2,2,6279.177891973308,76912,116.0,169.226996
7,43,0,1,3887.324208,96335,97.0,161.388136
26,57,0,1,7475.784971,29633,87.59156709558825,534.653787
27,74,0,2,6279.177891973308,80540,63.0,65.845112
30,50,1,1,5124.79641,14465,135.0,944.506601
35,75,0,4,4900.336708,0,66.0,316.8
21,31,0,3,5278.6471,29899,66.0,419.302975
28,87,0,1,4821.986443,0,136.0,652.8
29,39,0,2,8044.872393,71391,67.0,284.000172
6,28,0,2,12157.32992,57449,103.0,494.4
34,36,0,2,6279.177891973308,14209,62.0,297.6
8,56,3,1,4873.350518,47824,129.0,546.046853
21,31,0,6,5338.525632,48696,66.0,48.762193
11,79,0,1,2878.766728,79189,71.0,56.092247
0,8,2,8,8473.46358,0,116.0,390.03496301912224
4,92,0,1,3440.361969,23870,91.0,500.577875
9,94,0,2,6279.177891973308,0,73.0,350.4
6,12,0,1,2544.337548,41059,64.0,151.670029
6,6,0,1,3336.219942,19447,89.0,640.8
3,89,1,8,5206.108215,94392,65.0,156.18031
21,71,0,2,6279.177891973308,23203,132.0,390.03496301912224
2,39,0,4,4817.992644,38157,61.0,81.53233
12,4,0,2,13727.79972,0,126.0,604.8
0,73,0,3,4996.545123,99761,63.0,452.246664
14,35,3,3,7960.007541,98350,101.0,289.181979
4,8,2,2,7367.653764,25318,63.0,302.4
18,98,0,1,5632.613078,51721,139.0,625.282599
35,9,0,1,3884.8552,0,114.0,851.031598
7,65,3,6,4518.024385,0,78.0,374.4
31,44,0,1,2565.124294,68321,66.0,198.263056
24,50,0,2,15487.44072,69161,129.0,441.138769
2,58,0,9,6395.351807,72667,80.0,383.228397
15,57,0,2,8639.088723,62082,72.0,91.036967
15,26,0,2,9806.215757,0,87.0,626.4
12,25,0,2,12472.1199,36551,107.0,53.837271
18,5,0,4,5794.565797,70524,73.0,350.4
12,38,0,1,2619.027206,60477,65.0,139.841411
31,34,0,1,3731.504584,0,96.0,460.8
16,46,0,8,5421.018201,40376,69.0,427.874055
26,19,3,8,6521.368813,72608,82.0,393.6
34,74,2,2,6279.177891973308,46587,119.0,571.2
10,18,1,2,9613.613215,34398,61.0,292.8
16,49,3,4,4766.645359,70432,61.0,6.422285
12,17,0,9,6279.177891973308,79655,87.59156709558825,498.159874
3,70,0,8,7292.913911,0,98.0,470.4
0,29,1,2,6279.177891973308,73457,133.0,198.115298
7,77,0,7,5357.75893,0,82.0,393.6
22,55,0,3,5192.355227,23059,66.0,372.430947
5,46,0,2,7116.549068,0,66.0,316.8
16,43,0,1,11009.13049,51643,87.59156709558825,390.03496301912224
35,20,1,1,4328.373176,72531,109.0,523.2
22,42,1,3,9419.883665,87840,118.0,161.590594
7,61,0,1,2592.928283,57563,66.0,316.8
16,48,2,1,2554.189234,0,72.0,345.6
24,95,4,1,3528.044252,31278,92.0,441.6
1,73,0,6,5340.810309,0,72.0,345.6
6,77,0,1,2449.31771,47122,62.0,297.6
17,54,0,9,5666.465804,0,77.0,534.228036
14,84,0,3,5272.703428,60260,66.0,328.366827
8,61,0,3,8672.814261,0,125.0,600.0
21,18,0,9,7679.677721,12677,101.0,500.633484
17,44,0,1,2999.338779,28564,76.0,364.8
4,64,0,1,3834.735196,41341,99.0,240.24432
1,18,3,2,6279.177891973308,44246,122.0,585.6
0,26,0,9,5175.28934,0,71.0,340.8
2,11,0,3,7950.570995,70610,99.0,240.977382
4,34,0,3,9935.165983,34831,124.0,595.2
1,50,0,9,7861.798596,30374,99.0,304.537298
3,46,0,3,8092.87696,50825,102.0,369.614729
15,43,0,4,5539.349243,80727,68.0,98.71658
28,85,0,2,9628.702696,71269,80.0,350.689559
3,38,0,5,5827.483965,45794,74.0,449.63005
7,42,0,1,4807.846463,99874,119.0,307.639408
2,68,0,1,2582.408525,76731,64.0,201.455005
21,40,0,1,4475.161898,73019,112.0,537.6
30,32,0,1,2399.045522,19112,62.0,259.006614
7,24,2,1,7840.165778,58414,87.59156709558825,390.03496301912224
35,74,0,1,2378.090679,0,70.0,734.072654
0,40,0,1,3919.366722,66676,97.0,558.099357
3,52,0,2,8274.145703,69011,70.0,336.0
7,6,0,2,9538.770856,0,85.0,58.714775
31,70,0,3,5331.823882,0,71.0,340.8
19,39,0,1,4531.675269,0,126.0,907.2
13,13,0,1,3834.210713,0,112.0,806.4
31,5,0,1,2726.797356,31385,69.0,68.193193
11,81,0,4,8238.45802,68261,102.0,84.097896
5,46,2,1,4758.470236,92324,119.0,603.110961
31,75,4,3,8818.051498,0,136.0,390.03496301912224
10,52,1,2,6279.177891973308,20983,97.0,451.751555
6,14,0,3,5595.761077,68004,72.0,416.344082
0,71,0,1,2682.704812,63471,67.0,387.71779
13,40,0,1,3033.407812,27369,77.0,331.94306
22,93,0,3,4862.908979,36839,61.0,152.496995
19,54,2,1,2128.621329,0,65.0,312.0
2,17,0,7,12655.52878,26149,157.0,753.6
27,58,0,3,8556.58016,52440,109.0,371.206205
21,22,0,2,12880.74907,24571,109.0,523.2
14,36,0,1,3049.837544,0,90.0,432.0
3,72,3,1,3237.996209,60244,83.0,326.281835
0,45,0,4,5248.978048,0,72.0,216.700125
16,43,0,1,11009.13049,51643,87.59156709558825,390.03496301912224
33,15,0,2,14267.93156,17157,123.0,770.746666
17,44,0,7,5325.724541,0,73.0,496.474767
10,86,0,1,3034.771777,17308,82.0,874.324338
18,9,0,3,8329.039004,0,118.0,849.6
6,27,0,1,2616.613903,72302,66.0,316.8
